main 2020-10-23 20:16:58,414 INFO  *********************Log4j2 Instantiated**************************
main 2020-10-23 20:16:58,417 DEBUG db.driver : com.mysql.jdbc.Driver
main 2020-10-23 20:16:58,417 DEBUG db.url : jdbc:mysql://localhost:3306/db1
main 2020-10-23 20:16:58,417 DEBUG db.username : root
main 2020-10-23 20:16:58,417 DEBUG db.password : root
main 2020-10-23 20:16:58,417 DEBUG db.filename : applicationLog4j2.xml
main 2020-10-23 20:16:58,417 INFO  properties file loaded
main 2020-10-23 20:16:58,417 DEBUG app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
main 2020-10-23 20:16:58,418 INFO  *******************Main start*******************
main 2020-10-23 20:16:58,419 INFO  *******************Main end*******************
Thread-1 2020-10-23 20:16:58,612 INFO  APPlog   36,128 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,130 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,612 INFO  MOVIElog   36,158 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,612 INFO  APPlog   36,128 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,130 DBLog  db.username : root
Thread-4 2020-10-23 20:16:58,612 INFO  MOVIElog   36,158 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,612 INFO  CATLog  36,159 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,130 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,612 INFO  CATLog  36,159 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,130 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,612 INFO  APPlog   36,128 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,612 INFO  MOVIElog   36,159 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,130 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,612 INFO  CATLog  36,159 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,612 INFO  APPlog   36,128 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,612 INFO  MOVIElog   36,159 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,131 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,612 INFO  CATLog  36,159 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,131 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,612 INFO  MOVIElog   36,159 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,612 INFO  APPlog   36,128 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,131 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,612 INFO  APPlog   36,128 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,131 DBLog  db.username : root
Thread-4 2020-10-23 20:16:58,612 INFO  MOVIElog   36,159 MOVIElog    properties file loaded
Thread-2 2020-10-23 20:16:58,612 INFO  CATLog  36,159 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,612 INFO  MOVIElog   36,159 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,612 INFO  APPlog   36,128 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,612 INFO  DBLog  36,131 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,128 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,128 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,128 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,128 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,128 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,128 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog    properties file loaded
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,128 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,159 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,160 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,160 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,160 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,129 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog    properties file loaded
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog    properties file loaded
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,131 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,132 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog    properties file loaded
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,132 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,132 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,613 INFO  APPlog   36,130 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,613 INFO  CATLog  36,161 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,130 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,613 INFO  MOVIElog   36,159 MOVIElog   db.username : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,161 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,613 INFO  DBLog  36,132 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,161 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,159 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,130 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,130 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,161 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,130 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,130 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.username : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.username : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,132 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,158 DBLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,158 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,162 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,160 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,158 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,160 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,158 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,160 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,158 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.username : root
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.password : root
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog   properties file loaded
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.username : root
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.password : root
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog    properties file loaded
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,161 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,162 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.username : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,159 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,160 DBLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,160 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,614 INFO  CATLog  36,163 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,614 INFO  DBLog  36,160 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,615 INFO  CATLog  36,163 CATLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,615 INFO  CATLog  36,163 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,615 INFO  DBLog  36,161 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,615 INFO  CATLog  36,163 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,615 INFO  CATLog  36,163 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,614 INFO  APPlog   36,131 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,615 INFO  CATLog  36,164 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,615 INFO  APPlog   36,131 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,614 INFO  MOVIElog   36,162 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,615 INFO  APPlog   36,131 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,615 INFO  MOVIElog   36,162 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,615 INFO  DBLog  36,161 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,615 INFO  APPlog   36,131 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,615 INFO  DBLog  36,161 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,615 INFO  APPlog   36,131 APPlog    properties file loaded
